treatment_type,cost,state,clinic,provider_type,source,url,scraped_date,region,age_range
PROGESTERONE,180.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470446,west_coast,all
MEDICATIONS_IVF,3800.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470453,south,all
MEDICATIONS_IVF,4200.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470460,south,all
MEDICATIONS_IVF,4800.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470466,south,all
MEDICATIONS_IVF,4400.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470472,south,all
MEDICATIONS_IVF,4000.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470478,south,all
MEDICATIONS_IUI,350.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470485,south,all
MEDICATIONS_IUI,450.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470491,south,all
MEDICATIONS_IUI,550.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470498,south,all
MEDICATIONS_IUI,425.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470508,south,all
MEDICATIONS_IUI,400.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470514,south,all
LUPRON,750.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470521,south,all
LUPRON,850.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470528,south,all
LUPRON,950.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470534,south,all
LUPRON,800.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470545,south,all
LUPRON,775.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470551,south,all
GONAL_F,1900.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470562,south,all
GONAL_F,2100.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470568,south,all
GONAL_F,2400.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470572,south,all
GONAL_F,2050.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470576,south,all
GONAL_F,1950.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470579,south,all
MENOPUR,1600.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470583,south,all
MENOPUR,1800.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470586,south,all
MENOPUR,2000.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470590,south,all
MENOPUR,1700.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470594,south,all
MENOPUR,1650.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470597,south,all
PROGESTERONE,125.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470601,south,all
PROGESTERONE,150.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470604,south,all
PROGESTERONE,180.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470608,south,all
PROGESTERONE,140.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470611,south,all
PROGESTERONE,135.0,TX,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470615,south,all
